講義名,開講期間,曜日・時限,講義室,URL,講義室（改良）
ロボット設計学特論,第1,火5,工-52,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240401/240401_MM40260_ja_JP.html,全学講義棟 2-102
有機合成反応特論,第2,火5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250002/250002_D20405_ja_JP.html,工-51
有機合成反応特論,第1,火5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250002/250002_D20405_ja_JP.html,工-54
信号処理特論,第2,火5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30430_ja_JP.html,工-52
信号処理特論,第1,火5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30430_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
電子材料物性学特論,第1,火5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30650_ja_JP.html,工-55
電子材料物性学特論,第2,火5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30650_ja_JP.html,工-53
精密加工学特論,第2,火5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250004/250004_D40081_ja_JP.html,工-54
精密加工学特論,第1,火5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250004/250004_D40081_ja_JP.html,工-56
木管楽器演習Ａ,第2,火6,コモ棟アンサンブル第１実習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18350_ja_JP.html,全学講義棟 1-201
木管楽器演習Ａ,第1,火6,コモ棟アンサンブル第１実習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18350_ja_JP.html,全学講義棟 1-201
マーケティング戦略論　第１・２ターム,第2,火6,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80151_ja_JP.html,全学講義棟 1-203
マーケティング戦略論　第１・２ターム,第1,火6,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80151_ja_JP.html,全学講義棟 1-203
マクロ経済学,第2,火6,リアルタイム,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE310150_ja_JP.html,全学講義棟 1-202
マクロ経済学,第1,火6,リアルタイム,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE310150_ja_JP.html,全学講義棟 1-202
行政法理論,第2,火6,経-B302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE322190_ja_JP.html,全学講義棟 1-206
行政法理論,第1,火6,経-B302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE322190_ja_JP.html,全学講義棟 1-206
芸術系教育の授業内容探求A（音楽）,第1,火6,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180626/180626_W35002_ja_JP.html,全学講義棟 1-204
芸術系教育の授業内容探求A（音楽）,第2,火6,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180626/180626_W35002_ja_JP.html,全学講義棟 1-204
地域文化政策研究特論Ⅰ,第2,火6,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC14311_ja_JP.html,全学講義棟 1-207
地域文化政策研究特論Ⅰ,第1,火6,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC14311_ja_JP.html,全学講義棟 1-207
アジア経済論特論,第1,火6,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GE20250_ja_JP.html,全学講義棟 1-205
アジア経済論特論,第2,火6,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GE20250_ja_JP.html,全学講義棟 1-205
経済法　第１・２ターム,第2,火7,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80129_ja_JP.html,全学講義棟 1-201
経済法　第１・２ターム,第1,火7,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80129_ja_JP.html,全学講義棟 1-201
教育方法・課程論　他学部用,第2,水1,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_P44061_ja_JP.html,工-11
教育方法・課程論　他学部用,第1,水1,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_P44061_ja_JP.html,工-22
社会教育学概論Ｂ,第1,水1,教育Ａ２１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32470_ja_JP.html,工-21
社会教育学概論Ｂ,第2,水1,教育Ａ２１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32470_ja_JP.html,全学講義棟 3-202
心理学演習 IA,第2,水1,Ｂ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y34132_ja_JP.html,工-セミナー室8
心理学演習 IA,第1,水1,Ｂ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y34132_ja_JP.html,理-11番講義室
解析力学,第1,水1,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12082_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
解析力学,第2,水1,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12082_ja_JP.html,工-セミナー室5
宇宙物理学,第2,水1,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12341_ja_JP.html,"工-セミナー室2, 工-演習室2, 工-56"
宇宙物理学,第1,水1,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12341_ja_JP.html,工-セミナー室8
基礎化学物理Ⅰ,第1,水1,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13002_ja_JP.html,"工-セミナー室2, 工-演習室2, 工-56"
基礎化学物理Ⅰ,第2,水1,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13002_ja_JP.html,工-54
ベクトル解析基礎,第2,水1,工-54,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_RT1004-1_ja_JP.html,全学講義棟 2-401
ベクトル解析基礎,第1,水1,工-54,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_RT1004-1_ja_JP.html,全学講義棟 3-101
有機化学Ⅰ,第2,水1,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_RT3004-1_ja_JP.html,全学講義棟 2-103
有機化学Ⅰ,第1,水1,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_RT3004-1_ja_JP.html,全学講義棟 2-201
生物学基礎,第2,水1,遠隔授業,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_RT4001-6_ja_JP.html,工-セミナー室7
生物学基礎,第1,水1,遠隔授業,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_RT4001-6_ja_JP.html,理-10番講義室
量子力学Ⅱ,第1,水1,工-56,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72290_ja_JP.html,全学講義棟 3-202
量子力学Ⅱ,第2,水1,工-56,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72290_ja_JP.html,全学講義棟 2-501
有機反応化学Ⅱ,第1,水1,工-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74280_ja_JP.html,全学講義棟 2-302
有機反応化学Ⅱ,第2,水1,工-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74280_ja_JP.html,全学講義棟 2-203
ドイツ語Ⅰa（運用）,第2,水1,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX21116_ja_JP.html,工-21
ドイツ語Ⅰa（運用）,第1,水1,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX21116_ja_JP.html,工-31
ドイツ語Ⅰa（運用）,第2,水1,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX21117_ja_JP.html,全学講義棟 1-301
ドイツ語Ⅰa（運用）,第1,水1,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX21117_ja_JP.html,全学講義棟 1-303
フランス語Ⅰa（運用）,第2,水1,全学講義棟 2-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22114_ja_JP.html,全学講義棟 1-303
フランス語Ⅰa（運用）,第1,水1,全学講義棟 2-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22114_ja_JP.html,全学講義棟 1-401
フランス語Ⅰa（運用）,第2,水1,教養学部-38,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22115_ja_JP.html,工-52
フランス語Ⅰa（運用）,第1,水1,教養学部-38,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22115_ja_JP.html,工-55
フランス語Ⅰa（運用）,第2,水1,理-4番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22116_ja_JP.html,工-56
フランス語Ⅰa（運用）,第1,水1,理-4番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX22116_ja_JP.html,工-セミナー室7
中国語Ⅰa（運用）,第1,水1,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23116_ja_JP.html,全学講義棟 1-206
中国語Ⅰa（運用）,第2,水1,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23116_ja_JP.html,全学講義棟 1-206
中国語Ⅰa（運用）,第1,水1,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23117_ja_JP.html,全学講義棟 1-203
中国語Ⅰa（運用）,第2,水1,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23117_ja_JP.html,全学講義棟 1-204
中国語Ⅰa（運用）,第1,水1,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23118_ja_JP.html,工-50
中国語Ⅰa（運用）,第2,水1,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23118_ja_JP.html,工-22
中国語Ⅰa（運用）,第1,水1,教養学部-35,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23119_ja_JP.html,工-53
中国語Ⅰa（運用）,第2,水1,教養学部-35,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23119_ja_JP.html,工-32
中国語Ⅰa（運用）,第1,水1,教養学部-34,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23120_ja_JP.html,工-52
中国語Ⅰa（運用）,第2,水1,教養学部-34,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23120_ja_JP.html,工-31
ロシア語Ⅰa（運用）,第1,水1,全学講義棟 2-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX24112_ja_JP.html,全学講義棟 1-403
ロシア語Ⅰa（運用）,第2,水1,全学講義棟 2-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX24112_ja_JP.html,全学講義棟 1-305
韓国語Ⅰa（運用）,第1,水1,教養学部-33,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25112_ja_JP.html,工-51
韓国語Ⅰa（運用）,第2,水1,教養学部-33,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25112_ja_JP.html,工-23
韓国語Ⅰa（運用）,第1,水1,全学講義棟 3-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25114_ja_JP.html,全学講義棟 2-202
韓国語Ⅰa（運用）,第2,水1,全学講義棟 3-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25114_ja_JP.html,"全学講義棟 2-103, 全学講義棟 3-203"
韓国語Ⅰa（運用）,第1,水1,教養学部-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25116_ja_JP.html,工-32
韓国語Ⅰa（運用）,第2,水1,教養学部-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX25116_ja_JP.html,"工-21, 工-22"
イタリア語Ⅰa（文法）,第2,水1,理-2番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX26111_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
イタリア語Ⅰa（文法）,第1,水1,理-2番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX26111_ja_JP.html,工-セミナー室5
スペイン語Ⅰa（運用）,第1,水1,全学講義棟 1-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX27114_ja_JP.html,全学講義棟 1-202
スペイン語Ⅰa（運用）,第2,水1,全学講義棟 1-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX27114_ja_JP.html,全学講義棟 1-203
スペイン語Ⅰa（運用）,第1,水1,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX27115_ja_JP.html,全学講義棟 1-204
スペイン語Ⅰa（運用）,第2,水1,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX27115_ja_JP.html,全学講義棟 1-205
日本史研究基礎Ⅱ,第1,水1,教養学部各研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC210320_ja_JP.html,工-56
日本史研究基礎Ⅱ,第2,水1,教養学部各研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC210320_ja_JP.html,工-53
学校構想の理論と実践　共通科目,第2,水1,教育Ａ１１０講義室（教職大学院講義室）,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/1806/1806_W10060_ja_JP.html,全学講義棟 3-101
学校構想の理論と実践　共通科目,第1,水1,教育Ａ１１０講義室（教職大学院講義室）,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/1806/1806_W10060_ja_JP.html,工-11
教科指導の発展・応用　共通科目,第1,水1,教育Ａ２１３講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/1806/1806_W10090_ja_JP.html,"工-21, 工-22"
教科指導の発展・応用　共通科目,第2,水1,教育Ａ２１３講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/1806/1806_W10090_ja_JP.html,全学講義棟 3-203
現代の健康問題と学校保健の実践的課題　共通科目,第2,水1,学校保健学第２実験室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180613/180613_W24002_ja_JP.html,全学講義棟 2-202
現代の健康問題と学校保健の実践的課題　共通科目,第1,水1,学校保健学第２実験室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180613/180613_W24002_ja_JP.html,全学講義棟 2-301
分子細胞学特論3,第2,水1,理-3番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240101/240101_MM11150_ja_JP.html,工-55
分子細胞学特論3,第1,水1,理-3番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240101/240101_MM11150_ja_JP.html,工-セミナー室6
分析化学特論Ⅰ,第1,水1,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240203/240203_MM23080_ja_JP.html,全学講義棟 2-501
分析化学特論Ⅰ,第2,水1,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240203/240203_MM23080_ja_JP.html,全学講義棟 2-302
新材料の製品化プロセス特論,第1,水1,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32300_ja_JP.html,全学講義棟 3-201
新材料の製品化プロセス特論,第2,水1,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32300_ja_JP.html,全学講義棟 2-402
光合成環境応答特論,第2,水1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250001/250001_D10108_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
光合成環境応答特論,第1,水1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250001/250001_D10108_ja_JP.html,理-1番講義室
有機導体特論,第1,水1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250002/250002_D20060_ja_JP.html,理-2番講義室
有機導体特論,第2,水1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250002/250002_D20060_ja_JP.html,工-演習室3
位相力学系理論,第1,水1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30590_ja_JP.html,"理-2番講義室, 理-3番講義室"
位相力学系理論,第2,水1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30590_ja_JP.html,工-演習室4
環境エネルギー触媒化学,第2,水1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30710_ja_JP.html,理-10番講義室
環境エネルギー触媒化学,第1,水1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30710_ja_JP.html,理-3番講義室
Principles of Econometrics: Learning and Practicing,第1,水2,教養学部-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F12061_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
Principles of Econometrics: Learning and Practicing,第2,水2,教養学部-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F12061_ja_JP.html,工-演習室4
西アフリカ民族誌,第1,水2,全学講義棟 1-302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F24055_ja_JP.html,全学講義棟 1-301
西アフリカ民族誌,第2,水2,全学講義棟 1-302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F24055_ja_JP.html,全学講義棟 1-302
歴史学研究法Ａ,第1,水2,教養学部-38,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F32071_ja_JP.html,理-1番講義室
歴史学研究法Ａ,第2,水2,教養学部-38,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F32071_ja_JP.html,理-3番講義室
哲学演習ⅩⅠ,第1,水2,教養学部-35,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F36011_ja_JP.html,理-10番講義室
哲学演習ⅩⅠ,第2,水2,教養学部-35,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F36011_ja_JP.html,理-1番講義室
ヨーロッパ文化演習Ⅲ,第1,水2,教養学部-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F46123_ja_JP.html,工-セミナー室7
ヨーロッパ文化演習Ⅲ,第2,水2,教養学部-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F46123_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
中国古典文化概説A,第1,水2,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F51026_ja_JP.html,工-セミナー室8
中国古典文化概説A,第2,水2,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F51026_ja_JP.html,工-演習室3
日本近現代文学特殊講義Ⅰ,第1,水2,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F55061_ja_JP.html,工-セミナー室6
日本近現代文学特殊講義Ⅰ,第2,水2,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F55061_ja_JP.html,工-セミナー室8
韓国文学演習Ⅲ,第2,水2,教養学部-33,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F56093_ja_JP.html,理-10番講義室
韓国文学演習Ⅲ,第1,水2,教養学部-33,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F56093_ja_JP.html,工-演習室3
＊中国近現代文化論Ⅰ,第2,水2,教養学部-34,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_FB52333_ja_JP.html,理-11番講義室
＊中国近現代文化論Ⅰ,第1,水2,教養学部-34,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_FB52333_ja_JP.html,工-演習室4
教育学概説Ａ（本質）　他学部用,第1,水2,教育Ａ４２７講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_P32086_ja_JP.html,"工-セミナー室2, 工-演習室2, 工-56"
